starttime	seconds	ctime	dtime	ttime	wait
Thu Feb 20 20:18:02 2014	1392920282	0	1090	1090	1062
Thu Feb 20 20:18:19 2014	1392920299	0	1090	1090	1075
Thu Feb 20 20:18:18 2014	1392920298	0	1090	1090	1073
Thu Feb 20 20:18:13 2014	1392920293	0	1090	1090	1073
Thu Feb 20 20:18:18 2014	1392920298	0	1090	1090	1064
Thu Feb 20 20:18:07 2014	1392920287	0	1090	1090	1064
Thu Feb 20 20:18:10 2014	1392920290	0	1090	1090	1065
Thu Feb 20 20:18:01 2014	1392920281	0	1090	1090	1075
Thu Feb 20 20:18:18 2014	1392920298	0	1090	1090	1077
Thu Feb 20 20:18:09 2014	1392920289	0	1090	1090	1073
Thu Feb 20 20:18:05 2014	1392920285	0	1090	1090	1065
Thu Feb 20 20:18:20 2014	1392920300	0	1091	1091	1064
Thu Feb 20 20:18:16 2014	1392920296	0	1091	1091	1076
Thu Feb 20 20:18:15 2014	1392920295	0	1091	1091	1070
Thu Feb 20 20:18:13 2014	1392920293	0	1091	1091	1075
Thu Feb 20 20:18:13 2014	1392920293	0	1091	1091	1064
Thu Feb 20 20:18:17 2014	1392920297	0	1091	1091	1065
Thu Feb 20 20:18:18 2014	1392920298	0	1091	1091	1069
Thu Feb 20 20:18:18 2014	1392920298	0	1091	1091	1063
Thu Feb 20 20:18:18 2014	1392920298	0	1091	1091	1072
Thu Feb 20 20:18:02 2014	1392920282	0	1091	1091	1075
Thu Feb 20 20:18:14 2014	1392920294	0	1091	1091	1066
Thu Feb 20 20:18:04 2014	1392920284	0	1091	1092	1077
Thu Feb 20 20:18:02 2014	1392920282	0	1092	1092	1075
Thu Feb 20 20:18:17 2014	1392920297	0	1092	1092	1074
Thu Feb 20 20:18:18 2014	1392920298	0	1092	1092	1068
Thu Feb 20 20:18:03 2014	1392920283	0	1092	1092	1068
Thu Feb 20 20:18:10 2014	1392920290	0	1092	1092	1069
Thu Feb 20 20:18:20 2014	1392920300	0	1092	1092	1066
Thu Feb 20 20:18:17 2014	1392920297	0	1092	1092	1066
Thu Feb 20 20:18:01 2014	1392920281	0	1092	1092	1075
Thu Feb 20 20:18:00 2014	1392920280	0	1092	1092	1070
Thu Feb 20 20:18:17 2014	1392920297	0	1092	1092	1076
Thu Feb 20 20:18:20 2014	1392920300	0	1092	1092	1067
Thu Feb 20 20:18:12 2014	1392920292	0	1092	1092	1076
Thu Feb 20 20:18:14 2014	1392920294	0	1092	1092	1068
Thu Feb 20 20:18:05 2014	1392920285	0	1092	1092	1073
Thu Feb 20 20:18:19 2014	1392920299	0	1092	1092	1076
Thu Feb 20 20:18:02 2014	1392920282	0	1092	1092	1075
Thu Feb 20 20:18:16 2014	1392920296	0	1092	1092	1066
Thu Feb 20 20:18:01 2014	1392920281	0	1092	1092	1072
Thu Feb 20 20:18:02 2014	1392920282	0	1092	1092	1074
Thu Feb 20 20:18:14 2014	1392920294	0	1092	1092	1075
Thu Feb 20 20:18:11 2014	1392920291	0	1092	1092	1071
Thu Feb 20 20:18:01 2014	1392920281	0	1093	1093	1072
Thu Feb 20 20:18:11 2014	1392920291	0	1093	1093	1077
Thu Feb 20 20:18:19 2014	1392920299	0	1093	1093	1080
Thu Feb 20 20:18:18 2014	1392920298	0	1093	1093	1066
Thu Feb 20 20:18:13 2014	1392920293	0	1093	1093	1080
Thu Feb 20 20:18:12 2014	1392920292	0	1093	1093	1067
Thu Feb 20 20:18:11 2014	1392920291	0	1093	1093	1074
Thu Feb 20 20:18:13 2014	1392920293	0	1093	1093	1068
Thu Feb 20 20:18:04 2014	1392920284	0	1093	1093	1077
Thu Feb 20 20:18:08 2014	1392920288	0	1093	1093	1079
Thu Feb 20 20:18:08 2014	1392920288	0	1093	1093	1076
Thu Feb 20 20:18:16 2014	1392920296	0	1093	1093	1075
Thu Feb 20 20:18:11 2014	1392920291	0	1093	1093	1077
Thu Feb 20 20:18:18 2014	1392920298	0	1093	1093	1057
Thu Feb 20 20:18:11 2014	1392920291	0	1093	1093	1078
Thu Feb 20 20:18:08 2014	1392920288	0	1093	1093	1078
Thu Feb 20 20:18:19 2014	1392920299	0	1093	1093	1071
Thu Feb 20 20:18:10 2014	1392920290	0	1093	1093	1079
Thu Feb 20 20:18:14 2014	1392920294	0	1093	1093	1068
Thu Feb 20 20:18:14 2014	1392920294	0	1094	1094	1067
Thu Feb 20 20:18:16 2014	1392920296	0	1094	1094	1080
Thu Feb 20 20:18:02 2014	1392920282	0	1094	1094	1072
Thu Feb 20 20:18:09 2014	1392920289	0	1094	1094	1069
Thu Feb 20 20:18:19 2014	1392920299	0	1094	1094	1071
Thu Feb 20 20:18:11 2014	1392920291	0	1094	1094	1079
Thu Feb 20 20:18:04 2014	1392920284	0	1094	1094	1074
Thu Feb 20 20:18:00 2014	1392920280	0	1094	1094	1077
Thu Feb 20 20:18:08 2014	1392920288	0	1094	1094	1078
Thu Feb 20 20:18:13 2014	1392920293	0	1094	1094	1069
Thu Feb 20 20:18:02 2014	1392920282	0	1094	1094	1078
Thu Feb 20 20:18:14 2014	1392920294	0	1094	1094	1079
Thu Feb 20 20:18:14 2014	1392920294	0	1094	1094	1078
Thu Feb 20 20:18:11 2014	1392920291	0	1094	1094	1076
Thu Feb 20 20:18:01 2014	1392920281	0	1094	1094	1080
Thu Feb 20 20:18:21 2014	1392920301	0	1094	1094	1068
Thu Feb 20 20:18:10 2014	1392920290	0	1095	1095	1079
Thu Feb 20 20:18:02 2014	1392920282	0	1095	1095	1071
Thu Feb 20 20:18:18 2014	1392920298	0	1095	1095	1081
Thu Feb 20 20:18:03 2014	1392920283	0	1095	1095	1076
Thu Feb 20 20:18:14 2014	1392920294	0	1095	1095	1073
Thu Feb 20 20:18:17 2014	1392920297	0	1095	1095	1080
Thu Feb 20 20:18:17 2014	1392920297	0	1095	1095	1081
Thu Feb 20 20:18:11 2014	1392920291	0	1095	1095	1081
Thu Feb 20 20:18:14 2014	1392920294	0	1095	1095	1081
Thu Feb 20 20:18:03 2014	1392920283	0	1095	1095	1081
Thu Feb 20 20:18:03 2014	1392920283	0	1095	1095	1078
Thu Feb 20 20:18:12 2014	1392920292	0	1095	1095	1078
Thu Feb 20 20:18:07 2014	1392920287	0	1095	1095	1066
Thu Feb 20 20:18:10 2014	1392920290	0	1095	1095	1081
Thu Feb 20 20:18:19 2014	1392920299	0	1095	1095	1079
Thu Feb 20 20:18:01 2014	1392920281	0	1095	1095	1081
Thu Feb 20 20:18:13 2014	1392920293	0	1095	1096	1067
Thu Feb 20 20:18:14 2014	1392920294	0	1095	1096	1071
Thu Feb 20 20:18:11 2014	1392920291	0	1096	1096	1077
Thu Feb 20 20:18:20 2014	1392920300	0	1096	1096	1069
Thu Feb 20 20:18:13 2014	1392920293	0	1096	1096	1077
Thu Feb 20 20:18:18 2014	1392920298	0	1096	1096	1069
Thu Feb 20 20:18:03 2014	1392920283	0	1096	1096	1076
Thu Feb 20 20:18:19 2014	1392920299	0	1096	1096	1076
Thu Feb 20 20:18:08 2014	1392920288	0	1096	1096	1079
Thu Feb 20 20:18:20 2014	1392920300	0	1096	1096	1075
Thu Feb 20 20:18:17 2014	1392920297	0	1096	1096	1084
Thu Feb 20 20:18:03 2014	1392920283	0	1096	1096	1079
Thu Feb 20 20:18:08 2014	1392920288	0	1096	1096	1071
Thu Feb 20 20:18:19 2014	1392920299	0	1096	1096	1082
Thu Feb 20 20:18:12 2014	1392920292	0	1096	1096	1079
Thu Feb 20 20:18:03 2014	1392920283	2	1094	1096	1077
Thu Feb 20 20:18:02 2014	1392920282	0	1096	1096	1079
Thu Feb 20 20:18:09 2014	1392920289	0	1096	1096	1081
Thu Feb 20 20:18:11 2014	1392920291	0	1096	1097	1080
Thu Feb 20 20:18:04 2014	1392920284	0	1096	1097	1080
Thu Feb 20 20:18:13 2014	1392920293	0	1097	1097	1071
Thu Feb 20 20:18:10 2014	1392920290	0	1097	1097	1072
Thu Feb 20 20:18:07 2014	1392920287	0	1097	1097	1063
Thu Feb 20 20:18:16 2014	1392920296	0	1097	1097	1072
Thu Feb 20 20:18:05 2014	1392920285	0	1097	1097	1078
Thu Feb 20 20:18:00 2014	1392920280	0	1097	1097	1079
Thu Feb 20 20:18:17 2014	1392920297	0	1097	1097	1081
Thu Feb 20 20:18:02 2014	1392920282	0	1097	1097	1080
Thu Feb 20 20:18:18 2014	1392920298	0	1097	1097	1069
Thu Feb 20 20:18:02 2014	1392920282	0	1097	1097	1079
